,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
37133,2,admin.,divorced,secondary,no,0,yes,no,cellular,13,may,2,1,10,1,success
37140,6,services,married,primary,no,0,yes,no,cellular,13,may,4,3,-1,0,unknown
37142,4,blue-collar,married,primary,no,0,no,no,cellular,13,may,12,1,11,8,failure
37158,3,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,2,1,-1,0,unknown
37172,5,blue-collar,single,secondary,no,0,yes,yes,cellular,13,may,7,3,12,4,failure
37184,3,management,married,tertiary,no,0,yes,no,cellular,13,may,4,1,-1,0,unknown
37190,4,management,married,tertiary,no,0,yes,no,cellular,13,may,6,2,-1,0,unknown
37232,3,management,single,tertiary,no,0,yes,no,cellular,13,may,4,1,-1,0,unknown
37242,3,admin.,married,tertiary,no,0,yes,no,cellular,13,may,3,1,-1,0,unknown
37247,3,management,single,tertiary,no,0,yes,no,cellular,13,may,6,2,12,3,failure
37250,3,blue-collar,single,primary,no,0,yes,no,cellular,13,may,5,1,-1,0,unknown
37260,6,admin.,divorced,secondary,no,0,yes,no,cellular,13,may,9,1,-1,0,unknown
37272,3,admin.,married,secondary,no,0,yes,no,cellular,13,may,3,1,-1,0,unknown
37304,3,admin.,married,secondary,no,0,yes,no,cellular,13,may,3,3,11,2,failure
37309,3,management,married,tertiary,no,0,yes,no,cellular,13,may,3,1,-1,0,unknown
37316,3,services,married,secondary,no,0,yes,no,cellular,13,may,10,2,-1,0,unknown
37328,7,services,married,primary,no,0,yes,no,cellular,13,may,5,5,-1,0,unknown
37330,6,services,divorced,secondary,no,-1,yes,yes,cellular,13,may,5,1,-1,0,unknown
37336,3,blue-collar,single,primary,no,0,yes,no,telephone,13,may,5,3,-1,0,unknown
37349,3,student,single,tertiary,no,0,yes,no,cellular,13,may,2,2,-1,0,unknown
37357,4,management,single,tertiary,no,0,yes,no,cellular,13,may,6,1,10,1,failure
37365,7,blue-collar,divorced,primary,no,-1,yes,no,cellular,13,may,6,1,9,11,failure
37371,4,services,single,secondary,no,0,yes,no,cellular,13,may,7,3,-1,0,unknown
37377,8,services,married,secondary,no,0,yes,no,cellular,13,may,16,3,-1,0,unknown
37390,4,blue-collar,single,primary,no,0,yes,yes,cellular,13,may,16,5,-1,0,unknown
37395,2,entrepreneur,married,secondary,no,0,yes,yes,cellular,13,may,4,2,-1,0,unknown
37410,5,services,married,secondary,no,0,yes,no,cellular,13,may,7,2,9,4,success
37415,2,blue-collar,single,primary,no,0,yes,no,cellular,13,may,9,2,-1,0,unknown
37440,7,technician,divorced,secondary,no,-1,yes,yes,cellular,13,may,5,2,9,1,failure
37457,3,management,single,tertiary,no,0,yes,no,cellular,13,may,5,2,-1,0,unknown
37478,4,blue-collar,divorced,primary,no,0,yes,no,cellular,13,may,4,2,-1,0,unknown
37506,2,services,divorced,secondary,no,-1,yes,no,cellular,13,may,10,3,-1,0,unknown
37511,5,blue-collar,married,primary,no,0,yes,no,cellular,13,may,7,3,12,2,failure
37512,3,technician,single,tertiary,no,0,yes,yes,cellular,13,may,3,2,-1,0,unknown
37514,4,blue-collar,married,primary,no,0,yes,no,telephone,13,may,5,2,-1,0,unknown
37518,7,technician,married,secondary,no,1,no,no,cellular,13,may,9,2,-1,0,unknown
37574,4,admin.,divorced,secondary,no,0,yes,no,cellular,14,may,6,2,11,1,success
37580,2,management,single,tertiary,no,0,yes,no,cellular,14,may,8,2,-1,0,unknown
37584,8,services,married,primary,no,0,yes,no,cellular,14,may,3,1,-1,0,unknown
37596,2,blue-collar,single,primary,no,0,yes,no,cellular,14,may,4,1,12,1,other
37611,6,blue-collar,married,secondary,no,-1,yes,no,cellular,14,may,4,1,-1,0,unknown
37622,2,blue-collar,single,secondary,no,0,yes,no,cellular,14,may,5,1,-1,0,unknown
37623,4,services,married,secondary,no,0,yes,no,cellular,14,may,5,1,-1,0,unknown
37651,5,admin.,divorced,secondary,no,0,yes,no,cellular,14,may,5,1,-1,0,unknown
37663,6,management,married,tertiary,no,0,yes,no,cellular,14,may,4,5,11,1,other
37667,3,self-employed,single,tertiary,no,3,yes,no,cellular,14,may,6,1,5,3,failure
37668,8,blue-collar,divorced,primary,no,1,no,no,cellular,14,may,7,2,12,1,failure
37673,3,management,married,tertiary,no,0,yes,no,cellular,14,may,5,5,-1,0,unknown
37681,4,services,married,secondary,no,0,yes,no,cellular,14,may,2,1,-1,0,unknown
37687,4,blue-collar,single,secondary,no,0,yes,no,cellular,14,may,3,1,10,1,failure
37690,3,admin.,married,secondary,no,1,yes,no,cellular,14,may,5,1,5,1,success
37692,4,technician,single,secondary,no,0,yes,no,cellular,14,may,9,1,-1,0,unknown
37706,2,admin.,divorced,secondary,no,-1,yes,yes,cellular,14,may,4,1,-1,0,unknown
37710,2,admin.,single,secondary,yes,-1,yes,no,cellular,14,may,6,1,-1,0,unknown
37711,4,management,married,tertiary,no,0,yes,no,cellular,14,may,5,1,11,1,other
37714,6,blue-collar,married,primary,no,0,yes,yes,cellular,14,may,2,1,5,2,failure
37735,5,blue-collar,divorced,secondary,no,0,no,no,cellular,14,may,3,1,-1,0,unknown
37747,3,admin.,married,secondary,no,0,yes,no,cellular,14,may,5,3,-1,0,unknown
37751,2,management,married,secondary,no,0,no,no,cellular,14,may,8,1,0,1,failure
37756,5,blue-collar,married,secondary,no,0,yes,no,cellular,14,may,7,1,12,1,failure
37780,3,management,married,tertiary,no,0,yes,no,cellular,14,may,4,1,5,2,failure
37788,3,blue-collar,single,secondary,no,0,yes,no,cellular,14,may,4,1,-1,0,unknown
37806,3,admin.,married,primary,no,0,yes,yes,cellular,14,may,8,1,-1,0,unknown
37811,4,self-employed,divorced,tertiary,no,0,yes,no,cellular,14,may,14,1,11,2,success
37817,2,admin.,divorced,secondary,no,-1,yes,no,cellular,14,may,3,2,-1,0,unknown
37870,7,management,divorced,tertiary,no,-1,yes,no,cellular,14,may,5,1,-1,0,unknown
37873,2,blue-collar,married,secondary,no,1,yes,no,cellular,14,may,9,1,-1,0,unknown
37876,4,blue-collar,divorced,secondary,no,0,yes,no,cellular,14,may,1,1,11,2,failure
37886,4,blue-collar,married,secondary,no,0,yes,no,cellular,14,may,1,4,-1,0,unknown
37887,4,services,married,secondary,no,1,yes,no,cellular,14,may,5,2,-1,0,unknown
37896,4,management,divorced,tertiary,no,-1,yes,no,cellular,14,may,5,2,-1,0,unknown
37919,3,blue-collar,single,secondary,no,0,yes,no,cellular,14,may,3,1,11,2,success
37924,3,admin.,single,secondary,no,0,yes,yes,cellular,14,may,7,3,-1,0,unknown
37940,8,retired,divorced,secondary,no,1,no,no,cellular,14,may,8,2,-1,0,unknown
37949,2,student,single,secondary,no,0,yes,no,cellular,14,may,5,2,-1,0,unknown
37990,3,blue-collar,married,secondary,no,0,yes,no,cellular,14,may,4,2,-1,0,unknown
37993,7,services,divorced,secondary,no,0,yes,no,cellular,14,may,7,3,5,7,other
38005,2,blue-collar,married,secondary,no,1,yes,no,cellular,14,may,9,2,-1,0,unknown
38006,3,admin.,single,secondary,no,0,yes,no,cellular,14,may,7,3,11,4,failure
38011,4,management,single,tertiary,no,0,yes,no,cellular,14,may,3,2,-1,0,unknown
38012,3,admin.,married,secondary,no,0,yes,no,telephone,14,may,5,4,12,2,other
38046,3,services,married,secondary,no,0,yes,no,cellular,14,may,5,4,-1,0,unknown
38089,8,retired,married,tertiary,no,0,yes,no,cellular,14,may,5,4,-1,0,unknown
38099,4,technician,single,secondary,no,0,yes,no,cellular,15,may,5,3,-1,0,unknown
38103,3,services,single,secondary,no,0,yes,no,cellular,15,may,1,2,-1,0,unknown
38115,4,services,single,secondary,no,1,yes,no,cellular,15,may,5,3,11,3,other
38116,5,services,married,secondary,no,0,yes,yes,cellular,15,may,5,4,11,1,failure
38142,9,retired,divorced,secondary,no,0,yes,no,cellular,15,may,5,2,-1,0,unknown
38152,5,blue-collar,single,primary,no,0,yes,no,cellular,15,may,4,1,12,2,failure
38155,1,blue-collar,married,primary,no,-1,yes,yes,cellular,15,may,3,1,12,3,failure
38156,2,blue-collar,married,secondary,no,0,yes,yes,cellular,15,may,3,1,-1,0,unknown
38166,8,services,single,secondary,no,-1,yes,no,cellular,15,may,2,1,12,2,failure
38170,3,services,single,secondary,no,0,yes,no,cellular,15,may,6,1,-1,0,unknown
38180,2,services,married,secondary,no,0,yes,no,cellular,15,may,5,1,11,4,failure
38229,4,blue-collar,married,primary,no,0,yes,no,cellular,15,may,9,2,10,2,other
38237,1,blue-collar,single,secondary,no,-1,yes,no,cellular,15,may,7,1,-1,0,unknown
38243,2,blue-collar,single,secondary,no,0,yes,yes,cellular,15,may,7,1,-1,0,unknown
38248,2,admin.,single,secondary,no,0,yes,no,cellular,15,may,4,1,12,1,other
38262,4,admin.,divorced,secondary,no,0,no,no,cellular,15,may,5,1,10,3,failure
38271,4,housemaid,married,tertiary,no,0,yes,no,cellular,15,may,2,5,5,4,failure
38280,8,technician,married,tertiary,no,-1,yes,no,cellular,15,may,7,1,-1,0,unknown
38286,3,services,married,secondary,no,0,yes,no,cellular,15,may,6,1,-1,0,unknown
38289,2,management,single,secondary,no,0,yes,no,cellular,15,may,4,1,2,1,other
38300,3,admin.,married,secondary,no,0,yes,no,cellular,15,may,4,1,10,3,failure
38311,1,blue-collar,single,secondary,no,0,yes,no,cellular,15,may,3,1,-1,0,unknown
38316,2,technician,single,tertiary,no,-1,yes,no,cellular,15,may,5,1,-1,0,unknown
38326,6,blue-collar,married,primary,no,0,yes,yes,cellular,15,may,4,2,11,58,other
38363,3,blue-collar,married,secondary,no,0,yes,no,cellular,15,may,2,5,-1,0,unknown
38367,9,management,single,tertiary,no,0,no,no,cellular,15,may,6,5,-1,0,unknown
38378,2,student,single,tertiary,no,0,yes,no,cellular,15,may,4,2,-1,0,unknown
38379,2,services,married,secondary,no,1,yes,no,cellular,15,may,6,2,9,1,failure
38392,4,entrepreneur,married,secondary,no,0,yes,no,cellular,15,may,4,4,12,1,failure
38394,7,management,divorced,tertiary,no,0,yes,no,cellular,15,may,5,1,11,3,failure
38409,7,unemployed,married,secondary,no,0,yes,no,cellular,15,may,5,5,12,2,failure
38417,3,technician,single,secondary,no,0,yes,yes,cellular,15,may,8,1,-1,0,unknown
38418,2,services,single,secondary,no,0,yes,no,cellular,15,may,5,1,-1,0,unknown
38428,2,services,single,secondary,no,0,yes,no,cellular,15,may,3,3,11,3,other
38434,4,entrepreneur,married,tertiary,yes,-1,yes,no,cellular,15,may,4,2,-1,0,unknown
38449,9,retired,divorced,secondary,no,-1,yes,no,cellular,15,may,4,1,-1,0,unknown
38463,2,student,single,secondary,no,0,yes,no,cellular,15,may,5,1,-1,0,unknown
38464,3,management,married,secondary,no,0,yes,yes,cellular,15,may,4,3,-1,0,unknown
38468,5,admin.,single,secondary,no,0,no,no,cellular,15,may,6,1,-1,0,unknown
38477,2,admin.,single,secondary,no,0,yes,no,cellular,15,may,6,1,12,3,failure
38483,5,blue-collar,married,primary,no,-1,yes,no,cellular,15,may,5,1,12,4,failure
38491,6,blue-collar,married,secondary,no,0,yes,no,cellular,15,may,6,1,11,2,failure
38492,4,entrepreneur,single,secondary,no,-1,yes,no,cellular,15,may,2,1,-1,0,unknown
38494,4,admin.,divorced,secondary,no,0,yes,no,cellular,15,may,5,5,-1,0,unknown
38497,5,admin.,married,secondary,no,0,yes,no,cellular,15,may,3,1,5,1,failure
38501,1,blue-collar,single,secondary,no,0,yes,no,cellular,15,may,7,1,-1,0,unknown
38522,3,management,single,tertiary,no,0,yes,no,cellular,15,may,7,3,-1,0,unknown
38527,5,admin.,divorced,secondary,no,0,yes,no,cellular,15,may,8,3,-1,0,unknown
38534,7,blue-collar,married,primary,no,0,yes,no,cellular,15,may,5,2,-1,0,unknown
38544,2,management,single,tertiary,no,0,yes,no,cellular,15,may,7,3,11,2,other
38545,3,management,married,tertiary,no,0,yes,no,cellular,15,may,9,5,-1,0,unknown
38556,4,admin.,single,secondary,no,0,yes,no,cellular,15,may,11,4,12,2,failure
38561,4,blue-collar,married,secondary,no,0,yes,no,cellular,15,may,5,5,-1,0,unknown
38569,4,self-employed,single,tertiary,no,1,yes,no,cellular,15,may,3,4,11,5,other
38628,4,services,single,secondary,no,0,yes,no,cellular,15,may,8,4,-1,0,unknown
38637,5,blue-collar,married,primary,no,0,yes,no,cellular,15,may,7,4,-1,0,unknown
38653,3,admin.,single,secondary,no,0,yes,no,cellular,15,may,7,2,12,2,failure
38668,4,blue-collar,married,primary,no,0,yes,no,cellular,15,may,5,3,5,4,failure
38690,7,management,single,tertiary,no,0,yes,no,cellular,15,may,3,4,12,1,failure
38694,3,services,divorced,secondary,no,0,yes,no,cellular,15,may,15,4,-1,0,unknown
38697,4,technician,single,tertiary,no,2,yes,no,cellular,15,may,8,3,-1,0,unknown
38712,8,blue-collar,married,primary,no,0,yes,no,telephone,15,may,3,4,-1,0,unknown
38725,4,blue-collar,married,secondary,no,0,yes,yes,cellular,15,may,10,7,10,1,failure
38728,3,management,single,tertiary,no,1,yes,no,cellular,15,may,13,4,5,5,failure
38732,3,blue-collar,single,secondary,no,0,yes,no,cellular,15,may,5,3,-1,0,unknown
38745,3,technician,married,tertiary,no,0,yes,no,cellular,18,may,6,4,-1,0,unknown
38752,4,services,married,secondary,no,0,yes,no,cellular,18,may,8,2,-1,0,unknown
38759,2,blue-collar,married,secondary,no,-1,yes,no,cellular,18,may,4,2,11,4,failure
38765,4,housemaid,single,secondary,no,0,yes,no,cellular,18,may,7,3,-1,0,unknown
38769,3,management,single,tertiary,no,0,yes,no,cellular,18,may,3,3,-1,0,unknown
38814,5,admin.,single,secondary,no,0,yes,no,cellular,18,may,7,2,11,2,failure
38844,1,services,single,secondary,no,0,yes,no,cellular,18,may,2,1,-1,0,unknown
38855,3,technician,single,secondary,no,0,yes,no,cellular,18,may,3,1,8,8,failure
38869,3,admin.,single,secondary,no,0,yes,no,cellular,18,may,6,1,-1,0,unknown
38889,2,blue-collar,married,secondary,no,0,yes,no,cellular,18,may,7,4,-1,0,unknown
38912,2,technician,single,secondary,no,0,yes,no,cellular,18,may,11,1,-1,0,unknown
38921,1,blue-collar,single,secondary,no,0,yes,yes,cellular,18,may,4,1,-1,0,unknown
38922,3,management,single,secondary,no,0,yes,no,cellular,18,may,2,1,-1,0,unknown
38926,3,blue-collar,single,secondary,no,0,yes,no,cellular,18,may,5,1,12,1,success
38927,2,admin.,single,secondary,no,0,yes,no,cellular,18,may,19,1,-1,0,unknown
38928,3,technician,single,tertiary,no,-1,yes,no,cellular,18,may,5,1,-1,0,unknown
38934,1,services,single,secondary,no,0,yes,no,cellular,18,may,4,1,12,1,other
38949,8,admin.,married,secondary,no,0,yes,no,cellular,18,may,5,1,11,2,other
38955,2,blue-collar,single,secondary,no,0,yes,yes,cellular,18,may,2,1,-1,0,unknown
38960,3,management,single,tertiary,no,1,yes,no,cellular,18,may,2,1,-1,0,unknown
38968,1,services,single,secondary,no,0,yes,no,cellular,18,may,7,1,12,1,failure
38975,3,blue-collar,single,secondary,no,1,yes,no,cellular,18,may,3,2,-1,0,unknown
38994,2,services,single,secondary,no,-1,yes,no,cellular,18,may,3,1,-1,0,unknown
39009,8,blue-collar,married,secondary,no,0,yes,no,cellular,18,may,4,1,-1,0,unknown
39010,3,blue-collar,married,secondary,no,0,yes,no,cellular,18,may,4,1,-1,0,unknown
39017,2,admin.,single,secondary,no,0,yes,yes,cellular,18,may,3,1,-1,0,unknown
39025,2,management,married,tertiary,no,-1,yes,yes,cellular,18,may,5,4,11,4,other
39039,2,technician,single,tertiary,no,0,yes,no,cellular,18,may,3,1,-1,0,unknown
39050,8,retired,divorced,tertiary,no,0,no,no,cellular,18,may,5,1,12,1,success
39054,2,blue-collar,single,secondary,no,0,yes,no,cellular,18,may,4,1,-1,0,unknown
39060,2,technician,married,tertiary,no,0,yes,no,cellular,18,may,5,3,-1,0,unknown
39079,4,housemaid,single,secondary,no,0,yes,no,cellular,18,may,8,1,11,2,success
39086,2,blue-collar,married,unknown,no,0,yes,no,cellular,18,may,4,1,-1,0,unknown
39093,2,services,single,secondary,no,0,yes,no,cellular,18,may,8,1,-1,0,unknown
39096,3,blue-collar,single,primary,no,2,yes,no,cellular,18,may,1,1,-1,0,unknown
39098,3,management,single,unknown,no,1,yes,no,cellular,18,may,5,1,-1,0,unknown
39099,2,self-employed,single,tertiary,no,0,yes,no,cellular,18,may,3,1,-1,0,unknown
39104,3,admin.,single,tertiary,no,0,yes,no,cellular,18,may,4,1,-1,0,unknown
39106,4,entrepreneur,married,tertiary,no,0,yes,no,cellular,18,may,3,1,-1,0,unknown
39107,6,technician,divorced,secondary,no,-1,yes,yes,cellular,18,may,5,1,11,2,failure
39122,3,blue-collar,single,secondary,no,0,yes,no,cellular,18,may,6,2,-1,0,unknown
39136,3,blue-collar,married,primary,no,-1,yes,yes,cellular,18,may,6,5,11,2,failure
39154,2,blue-collar,single,primary,no,-1,yes,no,cellular,18,may,6,2,-1,0,unknown
39172,2,admin.,single,secondary,no,0,yes,no,cellular,18,may,6,4,-1,0,unknown
39196,2,blue-collar,single,primary,no,0,yes,yes,cellular,18,may,8,2,-1,0,unknown
39209,3,management,single,tertiary,no,-1,yes,no,cellular,18,may,6,2,-1,0,unknown
39212,3,blue-collar,married,secondary,no,0,yes,yes,cellular,18,may,6,2,9,5,failure
39214,3,technician,single,tertiary,no,0,yes,no,cellular,18,may,4,2,-1,0,unknown
39243,3,management,single,tertiary,no,0,yes,no,cellular,18,may,4,2,-1,0,unknown
39251,3,blue-collar,married,primary,no,-1,yes,no,cellular,18,may,8,6,11,1,other
39267,2,management,married,tertiary,no,0,yes,no,cellular,18,may,2,2,-1,0,unknown
39310,2,self-employed,married,secondary,no,-1,yes,yes,cellular,18,may,5,2,-1,0,unknown
39340,4,technician,single,secondary,no,-1,yes,no,cellular,18,may,9,3,9,6,success
39351,4,services,single,secondary,no,0,yes,no,cellular,18,may,11,3,12,3,failure
39358,2,admin.,single,secondary,no,0,yes,yes,cellular,18,may,3,5,-1,0,unknown
39360,2,unemployed,single,tertiary,no,0,yes,no,cellular,18,may,5,3,9,6,success
39361,1,blue-collar,single,secondary,no,0,yes,no,cellular,18,may,5,2,-1,0,unknown
39364,5,blue-collar,married,secondary,no,0,yes,no,cellular,22,may,2,1,3,1,failure
39365,6,admin.,divorced,secondary,no,0,yes,yes,cellular,22,may,4,1,3,2,success
39367,4,management,married,tertiary,no,0,no,no,cellular,22,may,2,1,-1,0,unknown
39369,3,technician,single,tertiary,no,0,no,no,cellular,22,may,6,1,3,1,failure
39371,8,admin.,married,secondary,no,0,no,no,cellular,22,may,1,1,-1,0,unknown
39383,8,management,married,unknown,no,0,yes,no,cellular,22,may,2,2,-1,0,unknown
39387,2,management,single,tertiary,no,0,no,no,cellular,22,may,4,1,-1,0,unknown
39390,4,services,married,secondary,no,0,yes,no,cellular,22,may,2,1,0,6,failure
39391,8,management,married,tertiary,no,0,no,no,cellular,22,may,3,1,-1,0,unknown
39395,2,technician,divorced,secondary,no,0,yes,no,cellular,22,may,3,1,-1,0,unknown
39400,4,management,single,tertiary,no,0,yes,no,cellular,22,may,2,1,3,3,success
39406,5,services,married,secondary,no,0,no,no,cellular,22,may,2,1,6,3,failure
39407,4,technician,married,secondary,no,0,no,no,cellular,22,may,4,2,-1,0,unknown
39412,2,student,single,secondary,no,0,no,no,cellular,22,may,1,1,3,1,success
39415,4,management,single,tertiary,no,0,no,no,cellular,22,may,1,2,-1,0,unknown
39416,5,management,divorced,unknown,no,1,no,no,cellular,22,may,3,1,3,2,success
39417,2,student,single,tertiary,no,0,yes,no,cellular,22,may,1,1,3,6,success
39419,3,services,single,secondary,no,0,no,no,cellular,22,may,1,2,-1,0,unknown
39421,2,management,single,tertiary,no,0,no,no,cellular,22,may,2,2,-1,0,unknown
39424,5,management,married,primary,no,1,yes,no,cellular,22,may,4,2,6,1,success
39426,7,blue-collar,married,unknown,no,0,no,no,telephone,22,may,1,2,-1,0,unknown
39429,4,management,married,tertiary,no,0,no,no,cellular,22,may,8,2,3,2,other
39433,2,management,single,tertiary,no,0,yes,no,cellular,22,may,5,1,3,1,other
39439,5,admin.,single,secondary,no,0,yes,no,cellular,25,may,2,1,6,3,success
39452,2,self-employed,single,tertiary,no,0,no,no,cellular,25,may,3,1,-1,0,unknown
39455,9,retired,divorced,tertiary,no,0,no,yes,cellular,25,may,3,1,10,1,failure
39456,2,technician,single,secondary,no,0,no,no,cellular,25,may,1,1,-1,0,unknown
39457,4,technician,single,secondary,no,0,yes,no,cellular,25,may,1,1,-1,0,unknown
39458,2,blue-collar,single,tertiary,no,0,no,no,cellular,25,may,3,1,-1,0,unknown
39459,2,student,single,unknown,no,0,no,no,cellular,25,may,5,2,-1,0,unknown
39460,2,unemployed,married,tertiary,no,0,no,no,cellular,25,may,0,1,-1,0,unknown
39464,2,student,single,tertiary,no,1,yes,no,cellular,25,may,3,1,1,2,failure
39471,4,management,single,tertiary,no,0,no,no,cellular,25,may,1,1,6,1,failure
39474,2,technician,single,tertiary,no,0,no,no,cellular,25,may,7,1,-1,0,unknown
39475,2,technician,single,tertiary,no,0,yes,no,cellular,25,may,2,1,1,2,failure
39478,2,management,single,tertiary,no,0,no,no,cellular,25,may,7,2,-1,0,unknown
39484,5,technician,married,secondary,no,0,no,no,cellular,25,may,5,7,-1,0,unknown
39487,1,blue-collar,single,secondary,no,0,no,yes,cellular,25,may,2,1,3,2,success
39492,8,retired,divorced,tertiary,no,2,no,no,cellular,25,may,8,1,-1,0,unknown
39493,3,management,single,tertiary,no,1,no,no,cellular,25,may,1,4,-1,0,unknown
39500,2,admin.,single,secondary,no,0,yes,no,cellular,25,may,1,1,-1,0,unknown
39507,4,services,married,secondary,no,0,yes,yes,cellular,25,may,3,1,-1,0,unknown
39508,3,services,single,secondary,no,0,yes,no,cellular,25,may,1,2,-1,0,unknown
39510,5,technician,divorced,secondary,no,0,no,no,cellular,25,may,2,2,11,1,other
39512,4,technician,married,tertiary,no,0,yes,yes,cellular,25,may,0,2,0,3,failure
39516,2,admin.,married,tertiary,no,0,no,no,cellular,25,may,2,2,2,1,failure
39517,7,unemployed,married,secondary,no,0,no,no,cellular,25,may,2,3,6,2,failure
39518,4,services,married,secondary,no,0,no,no,cellular,25,may,2,1,-1,0,unknown
39519,4,technician,single,secondary,no,0,yes,no,cellular,25,may,1,1,10,1,other
39520,2,technician,single,secondary,no,0,no,no,cellular,25,may,2,1,-1,0,unknown
39521,3,technician,single,tertiary,no,0,yes,no,cellular,25,may,5,4,-1,0,unknown
39524,2,student,single,secondary,no,0,no,no,cellular,25,may,2,2,-1,0,unknown
39525,3,technician,single,tertiary,no,0,yes,no,cellular,25,may,3,2,1,4,failure
39527,3,technician,single,tertiary,no,0,yes,yes,cellular,25,may,5,2,0,7,failure
39535,1,student,single,secondary,no,4,no,no,cellular,26,may,1,1,3,1,success
39547,8,technician,married,secondary,no,0,no,no,cellular,26,may,8,1,3,7,other
39549,5,management,married,tertiary,no,0,no,no,cellular,26,may,5,1,-1,0,unknown
39552,2,management,married,tertiary,no,0,no,no,cellular,26,may,4,1,-1,0,unknown
39554,3,technician,single,secondary,no,0,no,no,cellular,26,may,0,1,9,2,other
39565,2,management,single,tertiary,no,0,no,no,cellular,26,may,1,1,-1,0,unknown
39577,8,retired,married,secondary,no,0,no,no,cellular,26,may,1,1,9,2,failure
39582,3,technician,married,tertiary,no,4,no,no,cellular,26,may,2,2,1,6,other
39583,6,management,divorced,tertiary,no,3,yes,no,cellular,26,may,1,2,3,3,other
39597,9,retired,married,tertiary,no,0,no,no,telephone,26,may,11,1,-1,0,unknown
39604,1,technician,single,unknown,no,0,no,no,cellular,26,may,1,2,-1,0,unknown
39605,2,student,single,tertiary,no,0,no,no,cellular,26,may,3,1,-1,0,unknown
39609,2,student,single,secondary,no,0,no,no,cellular,26,may,3,1,-1,0,unknown
39616,4,management,married,unknown,no,0,no,no,cellular,26,may,4,1,-1,0,unknown
39629,2,student,single,secondary,no,0,no,no,cellular,26,may,1,2,-1,0,unknown
39630,2,student,single,tertiary,no,0,no,no,cellular,26,may,3,3,-1,0,unknown
39638,2,student,single,unknown,no,0,no,no,cellular,26,may,1,1,-1,0,unknown
39647,3,management,single,tertiary,no,0,no,no,cellular,26,may,1,2,3,2,success
39650,2,admin.,married,tertiary,no,0,no,no,cellular,26,may,2,1,-1,0,unknown
39651,1,admin.,single,secondary,no,0,no,no,cellular,26,may,1,1,-1,0,unknown
39655,5,self-employed,single,tertiary,no,0,no,no,cellular,27,may,1,3,-1,0,unknown
39659,3,admin.,single,secondary,no,0,yes,no,cellular,27,may,1,2,-1,0,unknown
39662,6,admin.,divorced,secondary,no,0,no,no,cellular,27,may,3,1,3,1,success
39663,4,admin.,married,secondary,no,0,no,no,cellular,27,may,2,1,7,1,success
39665,3,admin.,married,secondary,no,0,yes,no,cellular,27,may,1,1,-1,0,unknown
39672,2,admin.,single,secondary,no,0,no,no,cellular,27,may,1,3,-1,0,unknown
39675,1,admin.,single,tertiary,no,0,yes,no,cellular,27,may,1,2,-1,0,unknown
39677,2,admin.,single,secondary,no,0,no,no,cellular,27,may,6,3,3,3,success
39686,3,blue-collar,married,secondary,no,2,yes,no,cellular,27,may,2,4,6,1,failure
39689,3,management,single,tertiary,no,1,no,no,cellular,27,may,0,1,3,1,success
39690,7,self-employed,single,tertiary,no,0,no,yes,cellular,27,may,1,1,-1,0,unknown
39694,4,technician,married,secondary,no,0,no,no,cellular,27,may,2,1,1,2,other
39697,7,retired,divorced,tertiary,no,0,no,no,cellular,27,may,3,2,-1,0,unknown
39702,5,management,married,tertiary,no,1,no,no,cellular,27,may,3,1,-1,0,unknown
39704,8,admin.,single,secondary,no,0,no,no,telephone,27,may,1,1,-1,0,unknown
39714,2,admin.,single,tertiary,no,0,yes,no,cellular,27,may,1,3,2,2,failure
39717,2,student,single,unknown,no,0,no,no,cellular,27,may,2,2,-1,0,unknown
39724,5,admin.,married,secondary,no,0,no,no,cellular,27,may,1,2,2,1,success
39729,7,management,married,tertiary,no,0,no,no,cellular,28,may,4,9,-1,0,unknown
39741,2,technician,single,secondary,no,1,yes,no,cellular,28,may,1,3,0,1,failure
39752,8,admin.,married,secondary,no,0,no,no,cellular,1,jun,2,3,3,2,success
39754,8,management,married,tertiary,no,0,no,no,cellular,1,jun,2,1,-1,0,unknown
39758,6,management,married,tertiary,no,0,yes,yes,cellular,1,jun,2,1,-1,0,unknown
39761,2,unemployed,single,tertiary,no,0,no,no,cellular,1,jun,3,1,-1,0,unknown
39762,6,management,married,tertiary,no,0,yes,no,cellular,1,jun,1,1,3,1,success
39763,2,technician,single,secondary,no,0,no,no,cellular,1,jun,2,1,-1,0,unknown
39766,4,housemaid,divorced,secondary,no,0,no,no,cellular,1,jun,2,1,-1,0,unknown
39773,6,blue-collar,married,secondary,no,0,no,no,cellular,1,jun,1,2,-1,0,unknown
39774,3,management,married,tertiary,no,0,no,no,cellular,1,jun,2,1,-1,0,unknown
39775,6,admin.,married,tertiary,no,0,no,no,cellular,1,jun,0,1,9,7,failure
39779,6,technician,single,secondary,no,1,no,no,cellular,1,jun,0,1,-1,0,unknown
39780,2,management,single,secondary,no,0,no,no,cellular,1,jun,2,1,-1,0,unknown
39786,6,admin.,married,secondary,no,0,no,no,cellular,1,jun,12,1,-1,0,unknown
39787,2,technician,single,secondary,no,0,no,no,cellular,1,jun,8,1,-1,0,unknown
39788,7,technician,married,secondary,no,0,no,no,cellular,1,jun,6,1,-1,0,unknown
39790,5,management,married,tertiary,no,0,no,yes,cellular,1,jun,2,2,-1,0,unknown
39791,6,technician,married,secondary,no,0,no,yes,cellular,1,jun,3,2,-1,0,unknown
