,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
29100,36,admin.,married,secondary,no,96,no,no,cellular,2,feb,302,1,-1,0,unknown
29101,31,unemployed,single,secondary,no,284,yes,no,cellular,2,feb,855,1,-1,0,unknown
29167,29,admin.,single,secondary,no,1027,yes,no,cellular,2,feb,177,1,-1,0,unknown
29194,40,services,divorced,secondary,no,687,yes,no,cellular,2,feb,531,1,208,1,success
29202,60,retired,married,tertiary,no,2557,yes,no,cellular,2,feb,415,1,-1,0,unknown
29229,38,management,married,tertiary,no,1308,yes,no,cellular,2,feb,626,1,-1,0,unknown
29244,41,services,divorced,secondary,no,840,yes,no,cellular,2,feb,938,1,-1,0,unknown
29249,58,management,divorced,tertiary,no,5701,no,no,cellular,2,feb,521,1,-1,0,unknown
29265,61,management,married,tertiary,no,6016,no,no,cellular,2,feb,670,3,-1,0,unknown
29267,48,blue-collar,single,primary,no,8990,no,no,telephone,2,feb,1790,2,-1,0,unknown
29272,36,management,married,tertiary,no,630,no,no,cellular,2,feb,285,1,-1,0,unknown
29288,31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure
29291,30,self-employed,single,tertiary,no,432,yes,no,cellular,2,feb,402,1,-1,0,unknown
29293,26,technician,single,tertiary,no,15161,no,no,cellular,2,feb,280,1,-1,0,unknown
29310,43,admin.,single,secondary,no,-247,yes,yes,cellular,2,feb,751,2,76,4,failure
29313,39,services,married,secondary,no,52,no,no,telephone,2,feb,1420,3,-1,0,unknown
29327,48,blue-collar,single,primary,no,623,yes,no,cellular,2,feb,1425,2,-1,0,unknown
29331,46,blue-collar,married,primary,no,977,no,yes,telephone,2,feb,436,3,-1,0,unknown
29334,26,student,single,secondary,no,0,no,no,cellular,2,feb,1223,2,-1,0,unknown
29343,51,technician,married,secondary,no,100,no,no,cellular,2,feb,467,2,-1,0,unknown
29376,28,unemployed,married,primary,no,7459,yes,no,cellular,2,feb,981,5,269,2,failure
29397,37,management,married,tertiary,no,4089,yes,no,cellular,2,feb,289,2,174,4,other
29430,53,blue-collar,married,secondary,no,6112,no,no,cellular,3,feb,211,1,-1,0,unknown
29448,29,technician,single,tertiary,no,1669,no,no,cellular,3,feb,297,1,-1,0,unknown
29449,57,admin.,married,secondary,no,169,no,no,cellular,3,feb,369,1,-1,0,unknown
29454,25,admin.,single,secondary,no,483,no,yes,cellular,3,feb,189,1,-1,0,unknown
29464,68,retired,divorced,primary,no,250,no,no,cellular,3,feb,360,1,-1,0,unknown
29488,36,unemployed,single,tertiary,no,1291,no,no,cellular,3,feb,298,1,-1,0,unknown
29493,34,management,married,tertiary,no,0,yes,no,cellular,3,feb,251,1,-1,0,unknown
29499,56,management,married,primary,no,0,no,no,cellular,3,feb,996,1,-1,0,unknown
29500,38,technician,divorced,secondary,no,902,yes,no,cellular,3,feb,650,1,-1,0,unknown
29501,39,blue-collar,married,primary,no,118,no,no,cellular,3,feb,906,1,-1,0,unknown
29505,54,technician,divorced,secondary,no,2156,yes,no,cellular,3,feb,261,1,195,4,failure
29510,32,management,single,tertiary,no,2360,no,no,cellular,3,feb,152,2,160,5,other
29515,41,blue-collar,married,primary,no,201,yes,no,cellular,3,feb,157,1,-1,0,unknown
29522,48,technician,single,secondary,no,-92,yes,no,cellular,3,feb,1393,1,-1,0,unknown
29523,59,retired,divorced,secondary,no,514,no,no,cellular,3,feb,261,1,-1,0,unknown
29524,54,management,married,tertiary,no,1303,no,no,cellular,3,feb,1635,1,-1,0,unknown
29543,53,blue-collar,married,primary,no,751,yes,no,cellular,3,feb,1528,2,-1,0,unknown
29587,36,management,married,tertiary,no,254,no,no,cellular,3,feb,303,2,-1,0,unknown
29606,39,unemployed,single,secondary,no,-114,yes,no,cellular,3,feb,372,1,-1,0,unknown
29613,31,management,married,tertiary,no,1331,no,no,cellular,3,feb,182,2,90,1,success
29615,38,management,married,tertiary,no,613,no,no,cellular,3,feb,239,1,-1,0,unknown
29633,32,management,single,tertiary,no,520,no,no,cellular,3,feb,443,2,-1,0,unknown
29654,30,entrepreneur,single,secondary,no,732,no,no,cellular,3,feb,1404,4,-1,0,unknown
29658,40,management,married,tertiary,no,1308,no,no,telephone,3,feb,1776,2,-1,0,unknown
29747,30,management,single,tertiary,no,1028,no,no,cellular,4,feb,1294,2,-1,0,unknown
29782,28,self-employed,married,tertiary,no,0,yes,no,cellular,4,feb,546,3,196,4,failure
29792,52,management,married,tertiary,no,-970,yes,no,cellular,4,feb,489,1,-1,0,unknown
29809,30,admin.,single,tertiary,no,305,no,no,cellular,4,feb,227,2,-1,0,unknown
29822,32,technician,single,tertiary,no,1246,yes,no,cellular,4,feb,192,2,-1,0,unknown
29828,34,management,married,tertiary,no,73,no,no,cellular,4,feb,426,2,-1,0,unknown
29832,31,unemployed,single,primary,no,406,no,no,cellular,4,feb,736,1,-1,0,unknown
29844,57,admin.,married,secondary,no,4391,no,no,telephone,4,feb,1416,1,-1,0,unknown
29846,31,self-employed,married,tertiary,no,168,no,no,cellular,4,feb,193,2,-1,0,unknown
29849,40,blue-collar,married,unknown,no,1181,yes,no,cellular,4,feb,718,2,189,2,success
29853,29,management,married,tertiary,no,1441,yes,no,cellular,4,feb,80,2,-1,0,unknown
29865,75,retired,divorced,primary,no,3881,yes,no,cellular,4,feb,136,3,-1,0,unknown
29882,27,technician,single,tertiary,no,931,yes,no,cellular,4,feb,1078,1,-1,0,unknown
29895,32,admin.,single,secondary,no,678,yes,no,cellular,4,feb,1579,1,246,4,failure
29898,31,management,married,tertiary,no,141,yes,no,cellular,4,feb,572,2,238,7,other
29934,41,self-employed,single,tertiary,no,-94,yes,no,cellular,4,feb,1164,1,203,1,failure
29944,22,admin.,single,tertiary,no,897,yes,no,cellular,4,feb,133,4,-1,0,unknown
29946,31,unemployed,single,secondary,no,1214,no,no,cellular,4,feb,974,1,-1,0,unknown
29961,69,retired,married,primary,no,324,no,no,cellular,4,feb,136,4,-1,0,unknown
29968,30,self-employed,married,tertiary,no,2666,no,no,cellular,4,feb,467,1,-1,0,unknown
29982,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,1226,1,-1,0,unknown
29985,29,management,single,tertiary,no,697,no,no,cellular,4,feb,206,1,-1,0,unknown
30011,45,blue-collar,married,secondary,no,7895,yes,no,cellular,4,feb,872,1,-1,0,unknown
30053,43,blue-collar,married,secondary,no,953,yes,no,cellular,4,feb,765,2,-1,0,unknown
30058,30,admin.,single,tertiary,no,0,yes,no,cellular,4,feb,730,2,-1,0,unknown
30086,33,unknown,married,secondary,no,335,no,no,cellular,4,feb,891,2,177,7,failure
30091,28,services,single,primary,no,198,no,no,cellular,4,feb,976,2,-1,0,unknown
30105,56,unemployed,single,primary,no,1110,no,no,cellular,4,feb,945,2,-1,0,unknown
30131,39,admin.,married,secondary,no,130,yes,yes,cellular,4,feb,1290,2,-1,0,unknown
30136,33,blue-collar,married,secondary,no,315,no,no,cellular,4,feb,146,3,-1,0,unknown
30140,38,technician,married,tertiary,no,4383,no,no,cellular,4,feb,1381,4,-1,0,unknown
30141,30,admin.,single,secondary,no,313,yes,no,cellular,4,feb,1121,2,-1,0,unknown
30154,29,technician,married,secondary,no,273,no,no,cellular,4,feb,2775,2,-1,0,unknown
30176,69,management,married,tertiary,no,840,no,no,telephone,5,feb,128,3,-1,0,unknown
30191,44,management,married,tertiary,no,309,yes,no,cellular,5,feb,676,1,-1,0,unknown
30192,37,management,married,tertiary,no,57,no,no,cellular,5,feb,345,1,-1,0,unknown
30215,35,management,single,tertiary,no,2707,no,no,cellular,5,feb,699,1,-1,0,unknown
30245,31,technician,single,tertiary,no,1109,no,no,cellular,5,feb,642,1,167,2,failure
30293,27,management,single,tertiary,no,2648,no,no,cellular,5,feb,917,1,-1,0,unknown
30300,26,entrepreneur,single,secondary,no,101,yes,no,cellular,5,feb,810,1,268,1,failure
30324,26,entrepreneur,single,tertiary,no,725,no,no,cellular,5,feb,1916,2,189,29,other
30351,34,unemployed,married,primary,no,309,no,no,cellular,5,feb,578,1,-1,0,unknown
30353,34,admin.,married,secondary,no,155,no,no,cellular,5,feb,696,2,-1,0,unknown
30357,37,housemaid,married,secondary,no,7433,no,yes,cellular,5,feb,630,3,-1,0,unknown
30364,42,technician,single,secondary,no,541,yes,no,cellular,5,feb,656,1,-1,0,unknown
30373,54,services,married,unknown,no,0,yes,no,cellular,5,feb,686,2,267,1,other
30414,53,management,married,tertiary,no,1624,no,no,cellular,5,feb,158,3,-1,0,unknown
30440,54,technician,married,secondary,no,0,no,no,telephone,5,feb,744,3,-1,0,unknown
30449,34,technician,single,tertiary,no,992,yes,no,cellular,5,feb,71,2,-1,0,unknown
30469,48,entrepreneur,single,tertiary,no,318,yes,no,cellular,5,feb,1017,4,-1,0,unknown
30481,40,unemployed,married,primary,no,1908,yes,no,cellular,5,feb,1661,2,-1,0,unknown
30491,57,unemployed,married,secondary,no,3754,no,no,cellular,5,feb,1063,2,-1,0,unknown
30493,60,management,married,tertiary,no,2281,no,no,cellular,5,feb,230,2,-1,0,unknown
30501,25,student,single,secondary,no,2354,no,no,cellular,5,feb,226,7,-1,0,unknown
30508,28,technician,single,tertiary,no,676,no,no,cellular,5,feb,1138,2,-1,0,unknown
30530,34,entrepreneur,married,tertiary,no,1076,yes,no,cellular,5,feb,136,10,-1,0,unknown
30533,34,management,single,tertiary,no,1228,no,no,cellular,5,feb,263,8,-1,0,unknown
30538,58,management,married,tertiary,no,3342,no,no,cellular,5,feb,344,5,-1,0,unknown
30539,44,unemployed,divorced,tertiary,no,0,no,no,cellular,5,feb,1960,3,-1,0,unknown
30548,32,management,single,tertiary,no,0,no,no,cellular,5,feb,550,4,-1,0,unknown
30561,38,admin.,divorced,secondary,no,19,yes,no,cellular,5,feb,1130,3,251,2,success
30591,64,retired,married,primary,no,440,no,no,cellular,6,feb,495,1,-1,0,unknown
30594,31,services,single,secondary,no,13,no,yes,cellular,6,feb,1019,2,-1,0,unknown
30617,31,management,single,tertiary,no,12857,yes,no,cellular,6,feb,158,1,92,1,success
30627,66,technician,married,secondary,no,0,no,no,cellular,6,feb,751,1,-1,0,unknown
30644,37,technician,single,tertiary,no,6101,no,no,cellular,6,feb,141,1,-1,0,unknown
30654,33,management,married,tertiary,no,158,no,no,cellular,6,feb,192,2,-1,0,unknown
30669,50,management,married,tertiary,no,346,no,no,cellular,6,feb,178,1,-1,0,unknown
30679,60,admin.,divorced,secondary,no,-41,yes,yes,cellular,6,feb,1658,1,262,1,failure
30692,33,blue-collar,single,secondary,no,697,no,no,cellular,6,feb,860,2,-1,0,unknown
30718,56,management,married,tertiary,no,616,no,no,cellular,6,feb,156,1,-1,0,unknown
30732,26,services,single,tertiary,no,1140,yes,no,cellular,6,feb,984,2,-1,0,unknown
30747,53,admin.,married,secondary,no,849,yes,no,cellular,6,feb,3102,3,-1,0,unknown
30755,59,retired,divorced,tertiary,no,3444,no,no,cellular,6,feb,241,2,-1,0,unknown
30787,32,blue-collar,married,secondary,no,1879,no,no,cellular,6,feb,591,8,-1,0,unknown
30803,22,student,single,secondary,no,0,no,no,cellular,6,feb,229,6,-1,0,unknown
30806,34,management,married,tertiary,no,0,no,no,cellular,6,feb,787,3,9,1,other
30857,28,self-employed,single,secondary,no,5679,yes,no,cellular,9,feb,701,4,-1,0,unknown
30859,39,services,married,tertiary,no,1493,no,no,cellular,9,feb,912,3,-1,0,unknown
30865,28,technician,single,secondary,no,313,no,no,cellular,9,feb,1183,2,-1,0,unknown
30886,31,self-employed,single,tertiary,no,1815,no,no,telephone,9,feb,1541,1,-1,0,unknown
30905,33,blue-collar,single,tertiary,no,700,no,no,cellular,9,feb,126,1,88,1,success
30907,66,retired,married,primary,no,206,no,no,cellular,9,feb,479,1,-1,0,unknown
30909,26,admin.,single,secondary,no,255,no,no,cellular,9,feb,190,1,-1,0,unknown
30910,30,admin.,single,secondary,no,270,no,no,cellular,9,feb,123,1,-1,0,unknown
30917,28,technician,single,tertiary,no,4987,no,no,cellular,9,feb,253,21,-1,0,unknown
30959,29,technician,single,tertiary,no,673,yes,no,cellular,9,feb,835,3,-1,0,unknown
30992,49,services,married,secondary,no,320,no,no,telephone,9,feb,1971,4,-1,0,unknown
31006,34,admin.,married,secondary,no,0,yes,no,cellular,10,feb,97,1,85,1,failure
31009,47,blue-collar,married,secondary,no,292,no,no,cellular,10,feb,277,1,-1,0,unknown
31010,42,technician,married,tertiary,no,757,no,no,cellular,10,feb,154,1,-1,0,unknown
31014,51,technician,married,tertiary,no,1347,yes,yes,cellular,10,feb,160,1,243,1,failure
31015,43,management,married,tertiary,no,40,no,no,cellular,10,feb,147,1,-1,0,unknown
31016,61,retired,married,tertiary,no,1257,no,no,cellular,10,feb,503,1,-1,0,unknown
31017,35,technician,single,secondary,no,1693,yes,no,cellular,10,feb,515,1,-1,0,unknown
31020,40,blue-collar,married,secondary,no,5060,no,no,cellular,10,feb,154,2,93,1,success
31022,27,admin.,married,tertiary,no,73,no,no,cellular,10,feb,159,1,-1,0,unknown
31023,31,management,divorced,tertiary,no,373,no,no,cellular,10,feb,132,6,-1,0,unknown
31027,32,student,single,tertiary,no,1138,no,no,telephone,10,feb,402,3,-1,0,unknown
31028,30,unemployed,single,tertiary,no,302,no,no,cellular,11,feb,528,3,-1,0,unknown
31030,31,management,married,tertiary,no,3,yes,yes,cellular,11,feb,331,1,-1,0,unknown
31031,33,management,married,secondary,no,369,no,no,cellular,11,feb,446,1,-1,0,unknown
31032,69,retired,married,primary,no,2346,no,no,cellular,11,feb,354,2,-1,0,unknown
31035,40,technician,divorced,tertiary,no,4736,yes,no,cellular,11,feb,285,2,-1,0,unknown
31043,30,services,single,secondary,no,1599,no,no,cellular,11,feb,152,2,-1,0,unknown
31044,41,technician,married,secondary,no,1066,no,no,cellular,11,feb,109,3,-1,0,unknown
31046,31,management,married,tertiary,no,2603,yes,no,cellular,11,feb,280,4,-1,0,unknown
31047,22,student,single,secondary,no,381,no,no,cellular,12,feb,227,1,-1,0,unknown
31049,22,admin.,single,secondary,no,33,no,no,cellular,12,feb,369,1,-1,0,unknown
31050,37,admin.,married,secondary,no,1314,yes,no,cellular,12,feb,118,4,210,3,failure
31053,33,management,married,tertiary,no,1778,no,no,cellular,12,feb,388,1,-1,0,unknown
31054,48,management,single,tertiary,no,5689,no,no,cellular,12,feb,262,1,-1,0,unknown
31055,85,retired,married,primary,no,12114,no,no,telephone,12,feb,165,2,-1,0,unknown
31057,72,retired,married,tertiary,no,0,no,no,cellular,13,feb,99,1,-1,0,unknown
31058,46,admin.,divorced,secondary,no,2232,no,no,cellular,13,feb,121,1,-1,0,unknown
31060,26,technician,single,tertiary,no,11862,no,no,cellular,13,feb,119,1,-1,0,unknown
31061,37,technician,married,tertiary,no,127,yes,no,cellular,13,feb,71,1,-1,0,unknown
31064,53,management,divorced,tertiary,no,2152,no,no,cellular,13,feb,75,3,-1,0,unknown
31065,33,management,single,tertiary,no,3552,no,no,cellular,13,feb,158,2,85,3,failure
31069,90,retired,divorced,secondary,no,1,no,no,cellular,13,feb,152,3,-1,0,unknown
31071,54,admin.,divorced,secondary,no,1872,no,no,cellular,13,feb,439,5,-1,0,unknown
31072,67,retired,married,tertiary,no,1341,no,no,cellular,13,feb,706,1,-1,0,unknown
31073,27,student,single,tertiary,no,3733,yes,no,telephone,13,feb,299,6,-1,0,unknown
31075,42,management,divorced,unknown,no,7702,no,no,cellular,16,feb,138,2,-1,0,unknown
31077,71,retired,married,primary,no,4657,no,no,cellular,16,feb,93,5,-1,0,unknown
31078,35,student,single,secondary,no,188,yes,no,cellular,16,feb,75,3,200,5,failure
31080,44,admin.,divorced,secondary,no,397,yes,yes,cellular,16,feb,127,1,257,1,other
31082,47,entrepreneur,married,tertiary,no,0,no,no,cellular,16,feb,261,2,-1,0,unknown
31083,44,admin.,married,tertiary,no,348,yes,yes,cellular,16,feb,170,2,-1,0,unknown
31084,37,technician,single,secondary,no,2442,no,no,cellular,16,feb,91,3,-1,0,unknown
31085,37,services,married,secondary,no,1543,yes,no,cellular,16,feb,138,2,-1,0,unknown
31086,28,self-employed,single,tertiary,no,805,no,no,cellular,16,feb,331,1,-1,0,unknown
31090,21,blue-collar,single,secondary,no,2265,no,no,cellular,17,feb,92,2,-1,0,unknown
31093,25,management,single,tertiary,no,2506,no,no,cellular,17,feb,485,1,-1,0,unknown
31094,63,retired,married,secondary,no,1612,no,no,telephone,17,feb,233,2,-1,0,unknown
31096,32,management,single,tertiary,no,312,no,no,cellular,17,feb,232,2,-1,0,unknown
31097,51,technician,married,secondary,no,196,yes,yes,cellular,17,feb,88,1,-1,0,unknown
31099,73,retired,married,tertiary,no,459,no,no,cellular,17,feb,281,1,-1,0,unknown
31100,26,student,single,secondary,no,620,no,no,cellular,17,feb,104,1,-1,0,unknown
31101,74,retired,married,secondary,no,1714,no,no,telephone,17,feb,127,1,-1,0,unknown
31102,62,management,divorced,tertiary,no,5943,no,no,telephone,17,feb,196,4,-1,0,unknown
31103,65,retired,married,tertiary,no,2416,no,no,cellular,17,feb,221,2,-1,0,unknown
31105,47,technician,married,secondary,no,335,no,no,cellular,17,feb,226,1,-1,0,unknown
31106,62,retired,married,unknown,no,800,no,no,cellular,17,feb,737,1,-1,0,unknown
31107,38,admin.,married,secondary,no,755,yes,no,cellular,17,feb,120,1,-1,0,unknown
31108,71,retired,married,secondary,no,2850,no,no,cellular,17,feb,185,1,-1,0,unknown
31109,29,services,married,secondary,no,1135,yes,no,cellular,17,feb,323,1,-1,0,unknown
31111,61,retired,married,primary,no,197,no,no,cellular,17,feb,113,1,-1,0,unknown
31114,64,retired,divorced,primary,no,315,no,no,cellular,17,feb,154,1,-1,0,unknown
31115,57,retired,divorced,primary,no,720,no,no,telephone,17,feb,202,4,-1,0,unknown
31116,75,retired,married,primary,no,358,no,no,cellular,17,feb,364,11,-1,0,unknown
31118,37,management,married,tertiary,no,5355,no,no,telephone,17,feb,466,4,-1,0,unknown
31119,68,retired,married,secondary,no,445,no,no,cellular,18,feb,475,1,-1,0,unknown
31120,29,management,single,tertiary,no,5359,no,no,cellular,18,feb,147,1,-1,0,unknown
31122,51,entrepreneur,married,primary,no,1443,no,no,cellular,18,feb,172,10,-1,0,unknown
31123,41,technician,divorced,secondary,no,4047,yes,no,cellular,18,feb,343,1,-1,0,unknown
31124,24,student,single,secondary,no,23878,no,no,cellular,18,feb,185,1,-1,0,unknown
31126,24,blue-collar,single,secondary,no,167,no,yes,cellular,18,feb,134,2,-1,0,unknown
31127,39,management,single,tertiary,no,0,yes,no,cellular,18,feb,224,3,-1,0,unknown
31129,59,unemployed,married,secondary,no,1047,no,no,cellular,18,feb,83,3,-1,0,unknown
31130,85,retired,divorced,primary,no,7613,no,no,cellular,18,feb,355,3,-1,0,unknown
31131,31,management,married,tertiary,no,131,no,no,cellular,18,feb,332,2,-1,0,unknown
31132,32,technician,single,tertiary,no,2340,no,no,cellular,18,feb,89,2,-1,0,unknown
31133,29,management,single,tertiary,no,15459,no,no,cellular,18,feb,264,7,-1,0,unknown
31134,51,technician,married,secondary,no,117,no,no,cellular,18,feb,442,2,-1,0,unknown
31135,39,technician,married,secondary,no,2266,no,no,cellular,18,feb,208,4,-1,0,unknown
31136,28,student,single,secondary,no,0,no,no,cellular,18,feb,209,20,-1,0,unknown
31137,39,technician,married,secondary,no,4101,yes,no,cellular,18,feb,146,2,264,1,other
31142,44,management,married,primary,no,558,no,no,cellular,19,feb,268,5,-1,0,unknown
31144,26,admin.,single,secondary,no,2509,no,no,cellular,19,feb,654,3,-1,0,unknown
31146,28,management,single,tertiary,no,1287,yes,no,cellular,26,feb,65,1,-1,0,unknown
31147,48,management,married,tertiary,no,1808,yes,no,cellular,26,feb,245,1,-1,0,unknown
31148,37,technician,single,secondary,no,1130,no,no,cellular,26,feb,152,1,-1,0,unknown
31149,71,retired,married,tertiary,no,653,no,no,telephone,26,feb,367,1,-1,0,unknown
31150,62,housemaid,married,unknown,no,2021,no,no,telephone,26,feb,361,1,-1,0,unknown
31153,28,management,single,tertiary,no,3611,no,no,cellular,26,feb,141,2,-1,0,unknown
31157,26,admin.,single,tertiary,no,313,no,yes,cellular,26,feb,210,2,-1,0,unknown
31158,43,unemployed,single,tertiary,no,983,yes,no,cellular,26,feb,97,1,-1,0,unknown
31163,27,unknown,single,secondary,no,1187,no,no,telephone,26,feb,232,1,101,1,failure
31173,30,management,single,tertiary,no,5561,yes,no,cellular,27,feb,195,1,100,1,success
31178,50,management,married,unknown,no,8345,no,no,cellular,27,feb,194,1,261,1,failure
31180,25,technician,single,secondary,no,1231,yes,no,cellular,27,feb,412,5,-1,0,unknown
31181,25,admin.,single,tertiary,no,3730,yes,no,cellular,27,feb,353,1,-1,0,unknown
31182,30,management,single,tertiary,no,617,no,no,cellular,27,feb,192,2,-1,0,unknown
31183,73,retired,married,tertiary,no,1641,yes,no,cellular,27,feb,49,2,-1,0,unknown
31184,31,management,single,tertiary,no,924,no,no,cellular,27,feb,172,1,-1,0,unknown
31187,28,technician,single,tertiary,no,2489,yes,no,telephone,27,feb,342,2,-1,0,unknown
31188,66,retired,married,secondary,no,995,no,no,cellular,27,feb,131,2,-1,0,unknown
31190,41,management,married,secondary,no,280,yes,no,cellular,27,feb,87,2,-1,0,unknown
31191,46,technician,married,secondary,no,3434,no,yes,cellular,27,feb,115,1,-1,0,unknown
31192,42,unemployed,married,tertiary,no,576,no,no,cellular,27,feb,156,1,-1,0,unknown
31193,28,technician,single,secondary,no,1363,no,no,cellular,27,feb,79,1,-1,0,unknown
31196,33,technician,single,tertiary,no,1636,yes,no,cellular,27,feb,165,1,-1,0,unknown
31198,38,technician,married,secondary,no,5115,yes,no,cellular,27,feb,99,1,102,6,success
31199,39,blue-collar,single,primary,no,581,yes,no,cellular,27,feb,233,1,270,1,other
31200,33,admin.,single,secondary,no,607,no,no,cellular,27,feb,110,2,-1,0,unknown
31201,42,services,married,secondary,no,1376,yes,no,cellular,2,mar,712,4,-1,0,unknown
31206,35,services,married,secondary,no,52,yes,no,cellular,2,mar,378,4,-1,0,unknown
31208,55,technician,married,secondary,no,0,yes,yes,cellular,2,mar,116,1,-1,0,unknown
31210,43,blue-collar,married,primary,no,3917,no,no,cellular,2,mar,154,1,-1,0,unknown
31214,37,technician,married,tertiary,no,549,no,no,cellular,2,mar,239,1,-1,0,unknown
31218,29,management,single,tertiary,no,92,no,no,cellular,2,mar,175,5,-1,0,unknown
31219,49,management,married,tertiary,no,2881,no,no,cellular,2,mar,120,3,-1,0,unknown
31222,61,retired,married,tertiary,no,32685,no,no,cellular,2,mar,1447,2,-1,0,unknown
31226,44,technician,single,secondary,no,250,no,no,telephone,2,mar,382,2,-1,0,unknown
31229,54,admin.,married,secondary,no,602,no,no,cellular,3,mar,143,2,-1,0,unknown
31230,28,management,single,tertiary,no,730,yes,no,cellular,3,mar,631,1,-1,0,unknown
31232,30,admin.,single,secondary,no,523,no,yes,cellular,3,mar,83,1,-1,0,unknown
31234,47,technician,married,secondary,no,293,no,no,cellular,3,mar,499,1,-1,0,unknown
31235,34,blue-collar,single,secondary,no,215,no,no,cellular,3,mar,350,3,-1,0,unknown
31237,37,unknown,single,tertiary,no,0,no,no,cellular,3,mar,426,1,-1,0,unknown
31238,25,self-employed,single,tertiary,no,42,yes,no,cellular,3,mar,320,1,-1,0,unknown
31239,29,technician,single,secondary,no,316,yes,no,cellular,3,mar,156,1,-1,0,unknown
31240,62,management,married,secondary,no,4562,yes,no,cellular,3,mar,168,1,-1,0,unknown
31241,58,management,divorced,secondary,no,10180,no,no,cellular,3,mar,180,2,-1,0,unknown
31242,46,management,married,tertiary,no,0,no,no,cellular,3,mar,305,13,-1,0,unknown
31243,56,retired,married,tertiary,no,281,no,no,cellular,3,mar,96,2,-1,0,unknown
31244,49,technician,married,tertiary,no,523,yes,no,cellular,3,mar,152,2,-1,0,unknown
31250,33,management,married,tertiary,no,250,no,no,cellular,4,mar,377,6,-1,0,unknown
31251,24,management,single,tertiary,no,1030,no,no,cellular,4,mar,396,2,-1,0,unknown
31253,27,student,single,tertiary,no,0,no,no,cellular,5,mar,82,3,-1,0,unknown
31254,60,retired,married,secondary,no,404,no,no,cellular,5,mar,308,2,196,2,failure
31257,32,management,single,tertiary,no,506,no,no,cellular,5,mar,63,2,-1,0,unknown
31261,83,retired,divorced,primary,no,1097,no,no,telephone,5,mar,181,1,-1,0,unknown
31264,53,management,married,secondary,no,2693,no,no,cellular,5,mar,90,1,104,1,failure
31265,45,admin.,divorced,secondary,no,2353,yes,no,cellular,5,mar,182,1,107,2,other
31269,35,self-employed,married,tertiary,no,3698,yes,no,cellular,5,mar,106,1,-1,0,unknown
31270,28,technician,single,secondary,no,5763,no,yes,cellular,5,mar,196,2,-1,0,unknown
31271,31,management,divorced,tertiary,no,883,yes,no,cellular,5,mar,112,2,106,1,failure
31275,30,student,single,tertiary,no,2539,no,no,telephone,5,mar,199,5,-1,0,unknown
31276,29,technician,married,secondary,no,2326,no,no,cellular,6,mar,195,1,-1,0,unknown
31277,36,management,single,tertiary,no,811,no,no,cellular,6,mar,229,1,-1,0,unknown
31278,57,management,married,tertiary,no,256,no,no,cellular,6,mar,227,1,-1,0,unknown
31280,21,blue-collar,single,secondary,no,682,no,no,cellular,6,mar,266,1,-1,0,unknown
31281,44,management,single,tertiary,no,483,no,no,cellular,6,mar,207,2,199,6,success
31282,23,management,single,tertiary,no,1506,no,no,cellular,9,mar,131,4,-1,0,unknown
31283,34,management,single,tertiary,no,575,no,no,cellular,9,mar,116,1,-1,0,unknown
31285,79,retired,married,secondary,no,8304,no,no,telephone,9,mar,303,9,-1,0,unknown
31286,32,self-employed,married,secondary,no,409,no,no,cellular,9,mar,217,2,-1,0,unknown
31290,37,unemployed,single,tertiary,no,1316,yes,no,cellular,10,mar,350,2,112,3,failure
31292,35,management,single,tertiary,no,671,yes,no,cellular,10,mar,112,1,-1,0,unknown
31293,47,management,married,tertiary,no,2351,no,no,cellular,10,mar,80,1,-1,0,unknown
31294,61,management,married,tertiary,no,997,no,no,cellular,10,mar,106,1,-1,0,unknown
31295,30,management,single,tertiary,no,4808,no,no,cellular,10,mar,272,1,-1,0,unknown
31298,70,retired,married,secondary,no,6422,no,no,cellular,10,mar,122,1,-1,0,unknown
31299,28,technician,single,tertiary,no,3623,no,no,cellular,10,mar,261,1,-1,0,unknown
31301,52,management,married,tertiary,no,31,no,no,cellular,10,mar,135,1,-1,0,unknown
31303,28,management,single,secondary,no,171,no,no,cellular,10,mar,93,1,-1,0,unknown
31305,43,technician,married,secondary,no,1358,no,no,cellular,10,mar,159,3,-1,0,unknown
31309,57,management,married,tertiary,no,2681,no,no,cellular,11,mar,266,2,-1,0,unknown
31310,24,admin.,single,tertiary,no,-61,no,no,cellular,11,mar,95,4,-1,0,unknown
31311,25,management,married,tertiary,no,4461,no,no,cellular,11,mar,796,5,-1,0,unknown
31315,32,management,married,tertiary,no,8929,no,no,cellular,11,mar,126,1,-1,0,unknown
31316,65,housemaid,married,primary,no,715,no,no,cellular,11,mar,323,1,-1,0,unknown
31317,34,admin.,divorced,secondary,no,1085,no,no,cellular,11,mar,101,7,-1,0,unknown
31319,44,management,married,tertiary,no,1058,no,no,cellular,11,mar,188,3,-1,0,unknown
31320,50,housemaid,married,secondary,no,388,no,no,cellular,11,mar,203,2,-1,0,unknown
31321,32,entrepreneur,single,tertiary,no,-34,yes,no,cellular,11,mar,101,1,-1,0,unknown
31325,44,management,married,tertiary,no,423,no,no,cellular,12,mar,2330,5,-1,0,unknown
31326,33,technician,single,tertiary,no,258,no,no,cellular,12,mar,80,4,-1,0,unknown
