,Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
6461,6461,3,7,1,2,0,0,1,0,0,27,5,1,5,-1,0,0,0
19004,19004,8,9,1,2,0,0,0,0,2,5,8,5,2,-1,0,0,1
34516,34516,3,11,3,2,0,0,1,0,2,5,5,1,1,10,4,3,0
12280,12280,4,1,1,2,0,1,1,0,0,24,6,0,6,-1,0,0,0
12939,12939,2,7,1,1,0,0,0,0,2,7,7,0,1,-1,0,0,0
4668,4668,3,2,1,1,0,-1,1,0,0,20,5,5,1,-1,0,0,0
137,137,5,11,3,0,0,0,0,0,0,5,5,0,1,-1,0,0,0
11273,11273,4,7,1,2,0,0,0,0,0,18,6,2,2,-1,0,0,0
44621,44621,4,3,3,3,0,0,1,0,2,1,9,1,1,15,2,1,0
41806,41806,2,8,3,3,0,0,0,0,2,14,10,1,3,-1,0,0,0
39647,39647,3,3,3,3,0,0,0,0,2,26,5,1,2,3,2,2,1
7306,7306,3,3,1,3,0,0,1,1,0,29,5,1,10,-1,0,0,0
17,17,8,7,1,1,0,0,1,0,0,5,5,0,1,-1,0,0,0
37755,37755,4,10,2,2,0,1,1,0,2,14,5,0,3,5,2,1,0
26273,26273,5,10,1,2,0,0,1,0,2,20,11,3,2,-1,0,0,0
42189,42189,5,3,1,3,0,0,0,0,2,10,11,1,1,3,8,2,1
26391,26391,3,5,2,3,0,0,0,0,2,20,11,3,1,-1,0,0,0
6393,6393,4,7,3,3,0,0,0,0,0,27,5,1,2,-1,0,0,0
15606,15606,4,3,3,3,0,0,1,0,2,21,7,1,1,-1,0,0,0
7661,7661,7,10,1,2,0,0,1,0,0,30,5,1,1,-1,0,0,0
41966,41966,4,1,3,2,0,0,0,0,2,23,10,0,1,-1,0,0,0
8067,8067,2,10,1,2,0,0,1,1,0,2,6,1,6,-1,0,0,0
29990,29990,6,5,1,3,0,0,1,1,2,4,2,4,2,-1,0,0,0
39132,39132,3,7,1,1,0,0,1,0,2,18,5,1,3,12,1,1,0
43318,43318,2,1,1,2,0,0,0,0,2,17,3,3,1,9,1,2,0
140,140,7,4,2,1,0,0,1,0,0,5,5,1,1,-1,0,0,0
41065,41065,4,6,3,0,0,0,0,0,2,14,8,1,1,3,5,2,1
42103,42103,4,10,1,3,0,0,0,0,2,2,11,1,3,-1,0,0,0
16078,16078,8,3,2,3,0,0,1,0,2,22,7,1,2,-1,0,0,0
24727,24727,4,3,1,3,0,0,1,0,2,17,11,0,1,-1,0,0,0
7799,7799,7,3,1,3,0,0,1,0,0,30,5,1,2,-1,0,0,0
20794,20794,8,10,1,2,0,0,0,1,2,13,8,2,2,-1,0,0,0
671,671,3,7,3,2,0,0,1,0,0,6,5,2,2,-1,0,0,0
34526,34526,3,3,3,3,0,0,1,0,2,5,5,1,1,-1,0,0,0
34763,34763,3,1,3,3,0,0,1,0,2,6,5,2,1,9,17,3,0
37092,37092,4,1,1,2,0,0,1,1,2,13,5,2,1,-1,0,0,0
15652,15652,5,3,1,3,0,0,1,1,2,21,7,0,8,-1,0,0,0
638,638,5,11,2,2,0,0,1,0,0,6,5,1,4,-1,0,0,0
13796,13796,5,7,1,1,1,0,0,1,2,10,7,3,1,-1,0,0,0
33723,33723,6,3,1,3,0,0,0,0,2,21,4,0,2,-1,0,0,1
38597,38597,2,7,3,2,0,0,1,0,2,15,5,0,4,-1,0,0,0
12465,12465,3,11,1,3,1,-1,0,1,0,1,7,1,1,-1,0,0,0
7803,7803,5,11,1,1,0,0,1,0,0,30,5,2,2,-1,0,0,0
6553,6553,6,7,1,1,0,1,1,0,0,27,5,1,7,-1,0,0,0
7079,7079,5,10,3,2,0,2,0,0,0,29,5,0,1,-1,0,0,0
26592,26592,5,8,1,2,0,1,1,0,2,20,11,1,3,3,2,1,0
28157,28157,4,2,1,2,0,0,0,0,2,29,1,1,1,-1,0,0,0
18570,18570,5,1,1,2,0,-1,0,0,2,31,7,1,13,-1,0,0,0
8752,8752,7,10,1,2,0,0,1,0,0,4,6,0,7,-1,0,0,0
10845,10845,6,4,1,1,0,0,0,0,0,17,6,0,1,-1,0,0,0
34172,34172,5,3,1,3,0,0,0,0,1,30,4,5,2,-1,0,0,1
4718,4718,4,11,1,2,0,0,1,0,0,20,5,0,3,-1,0,0,0
27520,27520,3,5,3,3,0,0,1,0,2,21,11,1,3,6,4,1,0
9106,9106,6,3,1,3,0,0,0,0,0,5,6,2,2,-1,0,0,0
27203,27203,5,3,1,3,0,0,1,1,2,21,11,1,1,5,1,1,0
1513,1513,4,11,1,2,0,0,1,1,0,8,5,1,1,-1,0,0,0
21996,21996,3,10,3,2,0,0,1,0,2,20,8,5,2,-1,0,0,1
38832,38832,1,11,3,2,0,-1,1,1,2,18,5,4,1,-1,0,0,0
13115,13115,2,11,3,2,0,-1,0,1,2,8,7,2,1,-1,0,0,0
3505,3505,8,11,2,2,0,0,1,1,0,15,5,3,4,-1,0,0,0
39708,39708,2,3,3,3,0,0,0,0,1,27,5,1,2,-1,0,0,0
17320,17320,5,3,1,3,0,-1,1,0,2,28,7,1,8,-1,0,0,0
3021,3021,5,7,1,1,0,0,1,0,0,14,5,1,7,-1,0,0,0
2372,2372,2,7,1,1,0,0,1,0,0,13,5,0,1,-1,0,0,0
10322,10322,5,11,1,2,0,0,0,0,0,12,6,0,1,-1,0,0,0
4040,4040,2,3,3,3,0,0,1,1,0,16,5,0,4,-1,0,0,0
42635,42635,14,9,1,1,0,0,0,0,1,12,1,4,2,-1,0,0,1
22549,22549,4,10,1,2,0,0,1,1,2,22,8,0,5,-1,0,0,0
22988,22988,5,3,1,2,0,3,0,0,2,26,8,0,14,-1,0,0,0
15252,15252,2,6,3,2,0,0,1,0,2,17,7,2,2,-1,0,0,0
1047,1047,3,10,3,3,0,0,1,1,0,7,5,2,5,-1,0,0,0
35147,35147,2,11,3,2,0,0,1,0,2,7,5,0,5,-1,0,0,0
1473,1473,4,10,3,2,0,0,1,0,0,8,5,0,3,-1,0,0,0
30222,30222,2,3,3,2,0,0,1,1,1,5,2,0,1,-1,0,0,0
23054,23054,9,9,1,1,0,0,0,0,2,26,8,0,2,-1,0,0,0
29421,29421,4,11,3,2,0,1,1,0,2,3,2,0,4,-1,0,0,0
36959,36959,4,10,1,2,0,0,1,0,2,12,5,2,3,-1,0,0,0
13638,13638,2,10,1,2,0,-1,0,1,2,9,7,2,5,-1,0,0,1
4169,4169,2,10,3,2,0,0,1,0,0,19,5,5,1,-1,0,0,0
21168,21168,8,9,1,2,0,0,0,1,1,14,8,3,2,-1,0,0,0
27954,27954,3,7,3,0,0,1,0,0,2,28,1,1,1,-1,0,0,0
16869,16869,4,5,1,1,0,0,1,0,2,25,7,0,4,-1,0,0,0
28467,28467,2,10,3,2,0,0,0,1,2,29,1,1,1,-1,0,0,0
25349,25349,6,3,3,3,0,0,1,0,2,18,11,1,2,-1,0,0,0
1073,1073,4,7,3,2,0,0,1,0,0,7,5,1,2,-1,0,0,0
892,892,3,11,1,3,0,0,1,1,0,7,5,2,1,-1,0,0,0
17946,17946,8,4,3,2,0,0,0,1,2,30,7,0,3,-1,0,0,0
20897,20897,4,3,1,3,0,0,0,0,2,13,8,2,1,-1,0,0,0
5270,5270,3,3,3,3,0,0,1,0,0,23,5,4,1,-1,0,0,0
8281,8281,6,11,1,2,0,0,1,1,0,2,6,3,3,-1,0,0,0
14527,14527,4,9,2,2,0,0,0,0,2,15,7,0,2,-1,0,0,0
22179,22179,3,10,3,2,0,0,0,0,2,21,8,1,4,-1,0,0,0
38554,38554,4,10,1,3,0,0,1,0,2,15,5,1,2,-1,0,0,0
34343,34343,2,7,3,2,0,0,1,0,2,4,5,1,5,11,3,1,0
27197,27197,8,11,1,2,0,1,1,0,1,21,11,1,1,-1,0,0,0
6430,6430,2,1,1,2,0,1,1,1,0,27,5,2,2,-1,0,0,0
34554,34554,3,3,1,3,0,0,1,0,2,5,5,0,1,-1,0,0,0
5706,5706,4,10,3,2,0,0,1,0,0,26,5,1,1,-1,0,0,0
18117,18117,4,2,3,2,0,0,0,0,2,30,7,6,3,-1,0,0,0
5890,5890,4,3,1,2,0,0,1,0,0,26,5,2,1,-1,0,0,0
25775,25775,6,3,3,3,0,0,0,1,2,19,11,1,1,-1,0,0,0
20986,20986,6,1,1,2,0,1,0,0,2,14,8,2,3,-1,0,0,0
20732,20732,7,3,1,2,0,-1,1,0,2,13,8,2,2,-1,0,0,0
22918,22918,5,3,1,3,0,0,1,0,2,26,8,0,8,-1,0,0,0
19005,19005,7,7,1,2,0,0,1,1,2,5,8,0,1,-1,0,0,0
34271,34271,2,6,3,2,0,0,1,0,1,4,5,0,2,-1,0,0,0
14391,14391,6,3,1,3,0,0,0,0,2,14,7,1,2,-1,0,0,0
7839,7839,2,10,3,2,0,0,1,0,0,30,5,0,2,-1,0,0,0
30952,30952,7,7,2,2,0,-1,1,0,2,9,2,0,2,-1,0,0,0
29255,29255,5,7,1,2,0,0,1,0,2,2,2,0,1,8,1,1,0
36384,36384,4,2,3,2,0,0,1,0,2,11,5,0,6,-1,0,0,0
6539,6539,3,10,3,2,0,-1,1,0,0,27,5,0,4,-1,0,0,0
30024,30024,4,11,3,2,0,0,0,0,2,4,2,2,4,-1,0,0,0
38353,38353,2,11,3,2,0,0,1,0,2,15,5,2,1,-1,0,0,0
31993,31993,5,7,2,1,0,0,1,0,2,13,4,1,2,4,1,1,0
43635,43635,11,9,1,1,0,0,0,0,1,5,5,4,4,-1,0,0,1
18010,18010,5,7,3,1,0,0,0,0,2,30,7,0,2,-1,0,0,0
5255,5255,3,10,1,3,0,0,1,0,0,23,5,1,1,-1,0,0,0
26694,26694,8,9,1,2,0,0,0,0,2,20,11,8,2,-1,0,0,0
24787,24787,6,10,3,0,0,1,1,1,2,18,11,0,1,5,3,1,0
42169,42169,3,10,1,3,0,0,0,0,2,6,11,1,2,3,1,2,1
12481,12481,2,8,3,3,0,0,0,1,0,1,7,1,1,-1,0,0,0
20105,20105,4,10,2,2,0,0,0,0,2,11,8,0,2,-1,0,0,0
25774,25774,8,2,1,1,0,0,1,0,2,19,11,1,1,-1,0,0,0
4094,4094,3,7,3,1,0,0,1,0,0,19,5,1,6,-1,0,0,0
365,365,6,10,1,3,0,0,1,0,0,6,5,1,1,-1,0,0,0
39584,39584,5,3,1,3,0,0,1,0,2,26,5,0,1,-1,0,0,0
37599,37599,3,7,1,1,0,0,1,0,2,14,5,0,2,-1,0,0,0
41612,41612,6,3,3,2,0,1,0,0,2,22,9,1,1,3,1,1,0
18703,18703,4,8,1,2,0,0,1,0,2,31,7,0,16,-1,0,0,0
14884,14884,3,3,2,3,0,0,1,0,2,16,7,0,1,-1,0,0,0
451,451,5,11,1,2,0,0,0,0,0,6,5,0,1,-1,0,0,0
12032,12032,5,1,1,2,0,0,0,0,0,20,6,6,12,-1,0,0,0
11655,11655,8,3,2,3,1,-1,0,0,0,20,6,0,3,-1,0,0,0
5640,5640,3,6,1,3,0,0,1,0,0,26,5,0,3,-1,0,0,0
36894,36894,5,11,2,2,0,0,1,0,2,12,5,2,2,11,3,3,0
9420,9420,7,7,1,1,0,-1,1,0,0,6,6,0,3,-1,0,0,0
8554,8554,1,7,3,0,0,0,1,0,0,3,6,0,12,-1,0,0,0
7171,7171,6,7,1,2,0,0,0,0,0,29,5,1,1,-1,0,0,0
8261,8261,6,10,2,2,0,-1,1,0,0,2,6,1,1,-1,0,0,0
31901,31901,6,1,1,2,0,0,0,0,2,9,4,1,1,-1,0,0,0
24592,24592,8,3,1,3,0,0,1,1,2,17,11,1,1,5,2,1,0
15015,15015,7,5,1,2,0,0,0,1,2,17,7,0,3,-1,0,0,0
27723,27723,3,11,1,3,0,0,0,0,2,11,12,1,1,-1,0,0,0
25888,25888,5,7,1,1,0,2,1,0,2,19,11,0,1,-1,0,0,0
13006,13006,3,11,3,2,0,0,1,0,2,7,7,5,5,-1,0,0,0
39300,39300,3,7,3,1,0,0,1,0,2,18,5,2,2,-1,0,0,0
10199,10199,8,3,1,3,0,1,0,0,0,11,6,5,2,-1,0,0,0
12842,12842,8,7,1,2,0,0,0,0,2,7,7,1,3,-1,0,0,0
29215,29215,6,3,1,3,0,1,0,0,2,2,2,1,1,-1,0,0,0
2503,2503,7,1,3,2,0,0,0,0,0,13,5,3,1,-1,0,0,0
36539,36539,5,7,1,1,0,0,1,0,2,12,5,1,1,11,1,1,0
12175,12175,8,10,2,2,0,0,0,0,0,20,6,0,4,-1,0,0,0
40328,40328,1,3,3,3,0,0,0,1,2,17,6,1,2,-1,0,0,0
40176,40176,2,10,3,3,0,0,0,0,2,5,6,0,2,-1,0,0,0
9661,9661,4,7,1,1,0,0,1,0,0,6,6,2,4,-1,0,0,0
23344,23344,3,3,2,3,0,0,0,0,2,27,8,0,3,-1,0,0,0
1001,1001,7,10,1,2,0,0,0,0,0,7,5,0,1,-1,0,0,0
13887,13887,8,9,2,2,0,0,1,1,2,10,7,2,1,-1,0,0,0
35757,35757,6,11,2,2,0,0,1,0,2,8,5,4,1,-1,0,0,0
4825,4825,4,7,3,2,0,0,1,0,0,21,5,1,1,-1,0,0,0
29040,29040,9,10,1,2,0,0,0,0,2,2,2,0,1,7,2,1,0
2696,2696,5,11,1,2,0,0,1,1,0,13,5,0,7,-1,0,0,0
16711,16711,3,3,1,3,0,0,1,0,2,24,7,4,1,-1,0,0,0
236,236,7,1,2,2,0,0,1,0,0,5,5,1,2,-1,0,0,0
17164,17164,4,3,3,3,0,0,1,0,2,28,7,0,18,-1,0,0,0
206,206,5,3,1,3,0,0,1,1,0,5,5,0,1,-1,0,0,0
14264,14264,3,11,3,3,0,-1,0,1,2,14,7,1,2,-1,0,0,0
4573,4573,7,11,2,0,0,0,0,0,0,20,5,1,5,-1,0,0,0
32104,32104,4,1,1,2,0,1,1,0,2,15,4,2,2,4,1,1,0
32593,32593,3,7,1,2,0,0,1,1,2,17,4,2,1,9,1,1,0
19476,19476,3,3,1,3,0,0,0,0,2,7,8,3,2,-1,0,0,0
17154,17154,3,10,3,3,0,0,1,0,2,28,7,0,5,-1,0,0,0
35325,35325,5,11,3,2,0,-1,1,0,2,7,5,0,5,12,3,1,0
10010,10010,5,3,3,3,0,0,1,1,0,9,6,3,12,-1,0,0,0
1662,1662,6,11,2,2,0,0,1,0,0,9,5,5,2,-1,0,0,0
100,100,5,7,1,2,0,-1,1,0,0,5,5,2,1,-1,0,0,0
25891,25891,7,10,1,1,0,1,1,0,2,19,11,0,1,-1,0,0,0
39020,39020,3,7,3,2,0,0,1,0,2,18,5,3,2,-1,0,0,0
31743,31743,5,3,1,3,0,0,1,0,2,7,4,4,3,4,3,1,0
25238,25238,6,3,3,3,0,1,1,0,2,18,11,1,2,6,2,1,0
21320,21320,7,10,3,2,0,0,1,0,2,18,8,1,6,-1,0,0,0
13920,13920,3,3,1,3,0,0,1,0,2,10,7,1,1,-1,0,0,0
35059,35059,2,7,1,0,0,0,1,0,2,6,5,3,1,12,1,1,0
37517,37517,5,11,1,2,0,0,1,0,2,13,5,2,3,-1,0,0,0
17654,17654,6,8,1,3,0,0,0,0,1,29,7,0,2,-1,0,0,0
157,157,9,9,2,2,0,0,1,0,0,5,5,1,1,-1,0,0,0
24803,24803,3,1,3,3,0,0,0,0,2,18,11,0,1,-1,0,0,0
11619,11619,5,7,1,1,0,0,0,0,0,19,6,5,3,-1,0,0,1
36380,36380,6,8,2,2,0,0,1,0,2,11,5,2,3,-1,0,0,0
25935,25935,5,3,1,3,0,0,0,0,2,19,11,2,1,-1,0,0,0
24498,24498,7,8,1,3,0,0,1,0,2,17,11,0,2,-1,0,0,0
34259,34259,5,3,3,3,0,2,0,0,2,4,5,0,3,-1,0,0,0
16494,16494,5,7,1,0,0,0,1,0,1,23,7,2,3,-1,0,0,0
18889,18889,3,3,3,3,0,0,0,0,2,4,8,1,1,-1,0,0,0
39615,39615,9,1,1,0,0,0,1,0,2,26,5,1,1,-1,0,0,0
34944,34944,7,10,2,2,0,0,1,0,2,6,5,1,2,8,23,3,0
5709,5709,8,10,2,2,0,0,1,0,0,26,5,1,1,-1,0,0,0
33966,33966,2,3,3,3,0,0,0,0,2,30,4,1,1,2,1,1,0
1451,1451,8,5,1,1,0,0,1,0,0,8,5,1,3,-1,0,0,0
39709,39709,5,3,1,3,0,0,0,0,2,27,5,1,5,-1,0,0,0
18126,18126,4,3,1,3,0,-1,1,0,2,30,7,4,8,-1,0,0,1
43719,43719,8,3,1,1,0,0,0,0,2,14,5,1,1,5,1,2,1
16938,16938,5,3,1,3,0,0,1,0,2,25,7,6,2,-1,0,0,0
5603,5603,3,7,1,1,0,0,1,0,0,23,5,2,3,-1,0,0,0
5171,5171,6,7,1,2,0,0,1,0,0,21,5,0,5,-1,0,0,0
43793,43793,4,3,1,3,0,0,0,0,2,26,5,1,2,13,2,2,0
14007,14007,7,10,1,0,0,0,0,0,2,10,7,1,14,-1,0,0,0
19513,19513,6,1,1,2,0,0,0,0,2,7,8,1,6,-1,0,0,0
42155,42155,3,3,1,3,0,0,0,0,2,4,11,2,1,-1,0,0,0
6964,6964,3,7,1,2,0,0,1,0,0,28,5,3,1,-1,0,0,0
7511,7511,6,5,1,1,0,0,1,0,0,29,5,0,3,-1,0,0,0
38000,38000,6,5,1,0,0,0,1,1,2,14,5,1,2,12,3,1,0
203,203,4,6,3,0,0,0,1,0,0,5,5,5,2,-1,0,0,0
2650,2650,6,7,1,1,0,0,1,0,0,13,5,7,2,-1,0,0,1
21367,21367,3,10,3,2,0,0,0,0,2,18,8,0,4,-1,0,0,0
35648,35648,4,7,1,1,0,0,1,0,2,8,5,0,4,11,1,3,0
25588,25588,8,10,1,2,0,0,0,0,2,19,11,2,1,-1,0,0,0
41994,41994,7,0,1,1,0,0,0,0,2,27,10,6,2,-1,0,0,1
35933,35933,3,7,3,2,0,0,1,0,2,8,5,1,2,-1,0,0,0
21485,21485,7,1,1,1,0,0,0,0,2,19,8,1,2,-1,0,0,0
32839,32839,3,7,3,2,0,0,1,1,2,17,4,0,2,-1,0,0,0
6060,6060,4,3,3,3,0,0,1,0,0,26,5,6,5,-1,0,0,0
35267,35267,5,10,3,2,0,0,1,0,2,7,5,1,1,-1,0,0,0
42450,42450,4,1,1,2,0,0,1,0,2,9,12,1,1,6,1,2,1
40462,40462,1,2,3,2,0,3,0,0,2,3,7,3,1,-1,0,0,0
27239,27239,4,7,1,2,0,0,1,0,1,21,11,0,1,-1,0,0,0
6499,6499,4,3,1,3,0,-1,1,0,0,27,5,0,2,-1,0,0,0
2085,2085,4,7,1,2,0,0,1,0,0,12,5,4,7,-1,0,0,0
17733,17733,3,7,1,2,0,0,1,0,2,29,7,1,9,-1,0,0,0
5718,5718,3,1,1,2,0,0,1,0,0,26,5,9,1,-1,0,0,0
18134,18134,7,2,2,2,0,0,1,0,2,30,7,1,1,-1,0,0,0
3,3,6,7,1,0,0,0,1,0,0,5,5,0,1,-1,0,0,0
2525,2525,5,3,1,3,0,0,1,1,0,13,5,4,1,-1,0,0,0
45112,45112,1,6,3,2,0,0,0,0,1,26,10,2,2,3,3,2,0
19138,19138,6,1,1,2,0,0,0,0,2,5,8,0,1,-1,0,0,0
3520,3520,5,4,1,1,0,0,1,1,0,15,5,1,3,-1,0,0,0
39007,39007,3,10,3,3,0,1,1,0,2,18,5,1,1,8,13,1,0
4614,4614,3,7,1,2,0,0,1,1,0,20,5,0,1,-1,0,0,0
9382,9382,2,1,1,2,0,-1,1,0,0,6,6,1,5,-1,0,0,0
13735,13735,4,11,3,1,0,0,1,0,2,10,7,1,1,-1,0,0,0
27648,27648,6,10,1,2,0,0,1,0,2,21,11,1,3,-1,0,0,0
14341,14341,7,3,1,3,0,0,1,1,2,14,7,0,11,-1,0,0,0
16242,16242,7,11,1,2,0,-1,1,1,1,23,7,0,1,-1,0,0,0
14734,14734,6,4,1,1,0,0,1,0,1,15,7,0,6,-1,0,0,0
29151,29151,6,4,1,1,0,0,0,0,1,2,2,1,1,-1,0,0,0
24318,24318,5,5,2,3,0,0,1,0,2,17,11,1,1,-1,0,0,0
17085,17085,8,3,1,3,0,1,0,0,2,25,7,1,3,-1,0,0,0
34240,34240,6,11,1,3,0,0,0,0,2,4,5,1,4,-1,0,0,0
5859,5859,2,10,3,3,0,0,1,0,0,26,5,2,1,-1,0,0,0
32595,32595,1,6,3,2,0,0,1,0,2,17,4,1,1,-1,0,0,0
4109,4109,7,11,1,2,0,0,1,0,0,19,5,1,1,-1,0,0,0
36166,36166,6,7,1,0,0,-1,1,0,2,11,5,2,1,-1,0,0,0
36909,36909,3,3,3,3,0,0,0,0,2,12,5,2,2,5,1,1,0
39982,39982,2,6,3,3,0,0,0,0,2,3,6,1,1,-1,0,0,1
32932,32932,4,3,3,3,0,0,1,0,2,17,4,2,2,-1,0,0,0
22942,22942,7,3,2,2,0,0,0,0,2,26,8,1,9,-1,0,0,0
17985,17985,6,3,1,2,1,-1,0,1,2,30,7,4,2,-1,0,0,0
43446,43446,11,9,2,2,0,0,0,0,1,12,4,2,1,6,1,1,0
32577,32577,3,11,1,2,0,0,1,0,2,17,4,2,1,-1,0,0,0
34118,34118,4,4,1,3,0,0,0,0,1,30,4,1,4,-1,0,0,0
41708,41708,12,9,1,1,0,0,0,0,1,7,10,1,1,-1,0,0,0
11244,11244,6,2,1,1,0,0,0,0,0,18,6,2,1,-1,0,0,0
35599,35599,3,1,2,2,0,0,1,0,2,7,5,2,3,-1,0,0,0
31004,31004,2,3,1,3,0,0,0,0,2,10,2,0,9,-1,0,0,0
18454,18454,8,9,2,2,0,0,0,0,1,31,7,2,2,-1,0,0,0
9640,9640,8,0,1,2,0,0,0,0,0,6,6,0,4,-1,0,0,0
10395,10395,4,6,3,0,0,0,0,0,0,12,6,0,1,-1,0,0,0
39119,39119,2,6,3,3,0,0,1,0,1,18,5,1,5,-1,0,0,0
42208,42208,11,9,1,1,0,1,0,0,2,11,11,4,2,3,3,3,0
24029,24029,3,3,1,3,0,0,0,0,2,29,8,0,7,-1,0,0,0
36972,36972,5,7,1,1,0,0,1,0,2,13,5,0,2,-1,0,0,0
42925,42925,3,3,1,3,0,0,0,0,2,5,2,2,1,-1,0,0,0
12559,12559,7,11,1,2,0,-1,0,0,0,3,7,1,1,-1,0,0,0
43559,43559,9,4,1,1,0,0,0,0,2,27,4,5,1,6,1,3,0
449,449,5,7,1,0,0,0,1,0,0,6,5,1,1,-1,0,0,0
42647,42647,1,6,3,2,0,0,0,0,2,13,1,0,2,-1,0,0,1
33168,33168,3,5,1,2,1,-1,1,0,2,20,4,3,1,-1,0,0,0
39047,39047,3,11,3,2,0,0,1,0,2,18,5,0,2,-1,0,0,0
31773,31773,4,7,1,2,0,0,1,0,2,8,4,1,1,9,25,1,0
31419,31419,4,1,1,3,0,0,0,0,2,27,3,1,2,4,2,1,1
26968,26968,5,3,3,3,0,0,0,0,2,21,11,4,1,-1,0,0,1
43580,43580,12,9,2,1,0,0,0,0,2,29,4,1,2,6,1,3,0
7061,7061,2,10,3,2,0,0,1,0,0,28,5,1,3,-1,0,0,0
37270,37270,3,7,1,1,0,0,1,0,1,13,5,0,1,11,1,1,0
17562,17562,6,3,1,2,0,0,1,0,2,29,7,1,7,-1,0,0,0
44556,44556,4,3,1,3,0,0,0,0,2,13,8,3,6,-1,0,0,1
11770,11770,8,10,1,2,0,0,0,0,0,20,6,0,4,-1,0,0,0
15290,15290,5,1,1,2,0,0,1,0,2,18,7,0,7,-1,0,0,0
9896,9896,8,4,2,1,0,0,0,0,0,9,6,0,1,-1,0,0,0
12236,12236,4,11,2,2,0,0,0,0,0,20,6,0,5,-1,0,0,0
29332,29332,2,10,3,3,0,0,1,1,2,2,2,1,2,-1,0,0,0
9727,9727,6,11,1,1,0,0,0,0,0,9,6,2,2,-1,0,0,0
15267,15267,6,1,1,2,0,0,0,1,2,17,7,1,1,-1,0,0,0
17321,17321,4,7,1,2,0,0,1,0,1,28,7,0,6,-1,0,0,0
3788,3788,3,7,3,2,0,0,1,0,0,16,5,1,3,-1,0,0,0
15410,15410,4,4,2,2,0,0,1,0,2,18,7,2,1,-1,0,0,0
16857,16857,3,3,1,3,0,0,1,0,2,25,7,1,2,-1,0,0,0
33256,33256,3,10,1,2,0,-1,1,0,2,20,4,1,3,11,3,3,0
17683,17683,3,3,3,3,0,1,1,0,2,29,7,1,5,-1,0,0,0
42392,42392,2,7,3,3,0,0,0,0,2,2,12,2,1,-1,0,0,1
21856,21856,4,10,3,2,0,0,0,0,2,20,8,0,2,-1,0,0,0
14769,14769,4,10,1,2,0,0,1,0,2,16,7,3,3,-1,0,0,0
6555,6555,8,3,1,3,0,2,0,0,0,27,5,0,3,-1,0,0,0
30387,30387,4,7,3,1,0,0,0,0,2,5,2,2,1,-1,0,0,0
8534,8534,6,3,2,3,0,3,1,0,0,3,6,1,2,-1,0,0,0
18355,18355,4,7,1,2,0,0,1,0,1,31,7,0,2,-1,0,0,0
31351,31351,4,11,3,2,0,0,0,0,2,17,3,3,2,1,1,1,1
227,227,3,3,3,3,0,0,1,0,0,5,5,0,1,-1,0,0,0
1896,1896,8,8,1,3,1,-1,1,1,0,9,5,1,1,-1,0,0,0
357,357,3,5,3,3,0,0,1,0,0,5,5,3,2,-1,0,0,0
3500,3500,2,3,1,3,0,2,0,0,0,15,5,10,2,-1,0,0,1
37342,37342,3,2,1,2,0,0,1,0,2,13,5,1,1,-1,0,0,0
28469,28469,2,7,3,2,0,0,0,0,2,29,1,0,1,-1,0,0,0
2624,2624,7,1,2,2,0,0,1,0,0,13,5,1,2,-1,0,0,0
9319,9319,4,4,3,2,0,0,1,0,0,5,6,3,2,-1,0,0,1
8738,8738,5,10,2,2,0,0,1,0,0,4,6,3,2,-1,0,0,0
43162,43162,3,8,1,2,0,0,0,0,0,26,2,0,1,-1,0,0,0
8797,8797,3,1,3,2,1,-1,0,0,0,4,6,2,1,-1,0,0,0
10676,10676,7,5,1,3,0,0,0,0,0,16,6,1,6,-1,0,0,0
17246,17246,8,4,1,1,0,0,0,1,1,28,7,0,2,-1,0,0,0
28101,28101,4,1,1,2,0,-1,0,0,2,28,1,0,3,-1,0,0,0
6151,6151,4,4,1,1,0,-1,1,0,0,27,5,1,1,-1,0,0,0
27007,27007,6,3,1,3,0,0,1,0,2,21,11,0,3,3,2,3,0
32458,32458,6,7,1,1,0,0,1,0,2,16,4,6,1,-1,0,0,0
37235,37235,4,10,2,2,0,0,1,0,2,13,5,0,1,-1,0,0,0
38698,38698,2,6,3,1,0,0,1,0,2,15,5,0,3,-1,0,0,0
22760,22760,4,10,1,2,0,0,0,0,2,25,8,2,2,-1,0,0,0
38404,38404,8,11,1,1,0,-1,1,0,2,15,5,2,7,-1,0,0,0
9375,9375,8,0,1,3,0,0,0,0,0,6,6,3,1,-1,0,0,0
7894,7894,3,7,1,2,0,0,1,1,0,30,5,0,5,-1,0,0,0
38268,38268,2,3,1,3,0,0,1,0,2,15,5,1,1,12,4,1,0
11488,11488,5,10,1,0,0,0,1,0,0,19,6,0,4,-1,0,0,0
7398,7398,3,7,1,1,0,0,1,0,0,29,5,0,5,-1,0,0,0
8765,8765,2,3,3,3,0,0,1,0,0,4,6,3,1,-1,0,0,0
21624,21624,8,10,1,2,0,0,0,0,2,19,8,0,4,-1,0,0,0
36822,36822,5,7,2,2,0,0,1,0,2,12,5,1,3,12,1,1,0
5064,5064,4,3,1,3,0,0,1,0,0,21,5,0,2,-1,0,0,0
41016,41016,8,9,1,1,0,1,0,0,2,13,8,2,2,3,2,2,1
9864,9864,8,3,1,1,0,0,0,1,0,9,6,1,3,-1,0,0,0
4740,4740,4,1,1,2,0,0,1,0,0,20,5,0,3,-1,0,0,0
